"GEO_ID","NAME","B17018_001E","B17018_001M","B17018_002E","B17018_002M","B17018_003E","B17018_003M","B17018_004E","B17018_004M","B17018_005E","B17018_005M","B17018_006E","B17018_006M","B17018_007E","B17018_007M","B17018_008E","B17018_008M","B17018_009E","B17018_009M","B17018_010E","B17018_010M","B17018_011E","B17018_011M","B17018_012E","B17018_012M","B17018_013E","B17018_013M","B17018_014E","B17018_014M","B17018_015E","B17018_015M","B17018_016E","B17018_016M","B17018_017E","B17018_017M","B17018_018E","B17018_018M","B17018_019E","B17018_019M","B17018_020E","B17018_020M","B17018_021E","B17018_021M","B17018_022E","B17018_022M","B17018_023E","B17018_023M","B17018_024E","B17018_024M","B17018_025E","B17018_025M","B17018_026E","B17018_026M","B17018_027E","B17018_027M","B17018_028E","B17018_028M","B17018_029E","B17018_029M","B17018_030E","B17018_030M","B17018_031E","B17018_031M","B17018_032E","B17018_032M","B17018_033E","B17018_033M","B17018_034E","B17018_034M","B17018_035E","B17018_035M",
"860Z200US22046","ZCTA5 22046","4514","286","70","44","37","31","8","14","21","25","0","21","8","12","33","33","8","13","8","13","0","21","0","21","0","21","25","30","0","21","0","21","9","16","16","25","4444","282","3767","271","135","88","218","127","302","111","3112","275","677","168","208","124","35","44","0","21","0","21","173","114","469","129","0","21","133","82","65","52","271","106",
"860Z200US22060","ZCTA5 22060","2238","224","116","74","91","74","0","19","0","19","38","30","53","81","25","25","0","19","0","19","0","19","0","19","0","19","25","25","11","17","0","19","1","3","13","18","2122","218","1938","204","0","19","101","71","745","186","1092","142","184","75","33","26","0","19","0","19","11","13","22","22","151","75","12","19","0","19","32","28","107","68",
"860Z200US22066","ZCTA5 22066","4986","291","59","41","59","41","0","21","0","21","22","26","37","33","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","4927","293","4567","296","18","30","31","22","266","105","4252","295","360","95","108","57","8","13","0","21","0","21","100","56","252","79","0","21","0","21","38","38","214","64",
"860Z200US22079","ZCTA5 22079","9054","652","435","162","238","117","0","28","39","50","50","48","149","90","197","135","99","101","0","28","50","79","36","59","13","21","98","85","65","67","0","28","33","54","0","28","8619","637","7205","633","332","204","767","220","1363","268","4743","548","1414","386","322","151","8","14","24","25","32","34","258","144","1092","332","77","84","147","103","280","148","588","237",
"860Z200US22101","ZCTA5 22101","8395","391","81","47","45","36","9","14","0","28","0","28","36","33","36","29","8","13","0","28","0","28","0","28","8","13","28","26","0","28","9","15","0","28","19","20","8314","389","7439","393","38","41","185","120","362","101","6854","375","875","180","270","108","2","3","0","28","15","26","253","104","605","154","24","38","77","68","23","28","481","130",
"860Z200US22102","ZCTA5 22102","6880","590","214","108","73","45","0","25","0","25","11","18","62","45","141","98","37","47","0","25","0","25","0","25","37","47","104","86","42","67","19","31","0","25","43","46","6666","553","5760","551","43","60","85","55","384","162","5248","516","906","202","283","115","0","25","0","25","46","56","237","98","623","155","0","25","36","42","59","51","528","155",
"860Z200US22124","ZCTA5 22124","5072","391","32","38","0","21","0","21","0","21","0","21","0","21","32","38","0","21","0","21","0","21","0","21","0","21","32","38","0","21","0","21","0","21","32","38","5040","387","4515","370","13","20","120","107","398","126","3984","345","525","189","212","78","0","21","20","27","35","33","157","74","313","160","17","26","61","62","23","26","212","153",
"860Z200US22125","ZCTA5 22125","233","50","2","4","0","13","0","13","0","13","0","13","0","13","2","4","0","13","0","13","0","13","0","13","0","13","2","4","0","13","0","13","2","4","0","13","231","50","172","41","0","13","0","13","53","25","119","39","59","35","23","23","0","13","0","13","10","17","13","15","36","28","0","13","7","11","27","25","2","4",
"860Z200US22134","ZCTA5 22134","1075","153","52","53","39","51","0","19","0","19","32","50","7","11","13","14","0","19","0","19","0","19","0","19","0","19","13","14","0","19","0","19","13","14","0","19","1023","152","934","148","5","7","261","91","218","93","450","101","89","64","2","4","2","4","0","19","0","19","0","19","87","64","0","19","0","19","77","62","10","13",
"860Z200US22150","ZCTA5 22150","6358","427","409","150","128","67","8","12","37","45","20","22","63","55","281","143","57","46","15","24","25","39","9","13","8","11","224","134","93","81","63","48","68","70","0","25","5949","441","4836","396","470","171","460","145","1273","310","2633","316","1113","288","493","205","28","48","129","85","94","95","242","136","620","198","49","50","229","167","162","88","180","65",
"860Z200US22151","ZCTA5 22151","4067","360","110","80","53","68","50","68","0","21","0","21","3","6","57","46","40","37","0","21","40","37","0","21","0","21","17","25","0","21","0","21","17","25","0","21","3957","362","3219","375","290","134","435","249","535","179","1959","227","738","197","311","134","84","84","88","95","97","63","42","37","427","156","9","9","46","34","122","139","250","102",
"860Z200US22152","ZCTA5 22152","7575","275","204","83","128","73","0","28","28","43","45","42","55","38","76","41","16","14","0","28","0","28","14","15","2","3","60","35","31","30","0","28","0","28","29","29","7371","279","5969","303","103","71","466","127","951","199","4449","285","1402","202","463","137","0","28","62","55","56","50","345","119","939","163","45","39","37","28","224","95","633","144",
"860Z200US22153","ZCTA5 22153","8865","438","141","62","49","34","0","28","10","17","6","9","33","26","92","53","8","14","0","28","0","28","0","28","8","14","84","51","32","29","0","28","24","28","28","30","8724","441","7562","423","129","65","429","132","1102","183","5902","387","1162","255","448","177","30","43","18","24","127","69","273","145","714","150","6","11","127","93","103","68","478","130",
"860Z200US22172","ZCTA5 22172","2615","339","166","99","85","78","12","21","0","21","24","39","49","56","81","58","38","48","38","48","0","21","0","21","0","21","43","33","0","21","26","28","0","21","17","21","2449","325","1899","323","115","84","120","77","503","165","1161","280","550","194","134","78","0","21","12","21","45","44","77","61","416","156","127","89","64","63","102","101","123","79",
"860Z200US22180","ZCTA5 22180","6761","367","185","86","72","49","0","25","13","20","0","25","59","45","113","75","12","21","0","25","12","21","0","25","0","25","101","73","13","23","13","18","12","20","63","56","6576","369","5692","363","73","42","324","127","269","102","5026","387","884","161","195","71","20","41","33","23","15","17","127","54","689","151","83","70","38","30","159","77","409","113",
"860Z200US22181","ZCTA5 22181","4170","373","83","89","43","51","0","21","0","21","8","13","35","49","40","62","0","21","0","21","0","21","0","21","0","21","40","62","40","62","0","21","0","21","0","21","4087","401","3642","402","19","23","63","69","382","206","3178","315","445","136","172","86","0","21","0","21","40","45","132","81","273","105","0","21","20","23","35","28","218","102",
"860Z200US22182","ZCTA5 22182","7579","452","213","89","82","45","0","25","0","25","12","14","70","43","131","76","38","35","0","25","10","16","0","25","28","31","93","80","50","73","0","25","0","25","43","37","7366","465","6710","436","12","15","159","66","522","158","6017","437","656","159","208","125","0","25","27","34","19","19","162","122","448","133","12","18","22","25","52","33","362","123",
"860Z200US22191","ZCTA5 22191","16606","902","1000","309","646","255","151","103","330","216","115","81","50","49","354","190","31","30","22","24","0","31","9","15","0","31","323","187","0","31","91","65","91","97","141","157","15606","925","11066","872","977","247","1843","395","2826","539","5420","572","4540","673","1557","379","134","94","452","222","499","254","472","175","2983","550","204","126","839","316","812","271","1128","340",
"860Z200US22192","ZCTA5 22192","14908","560","810","276","491","201","251","147","126","142","29","30","85","56","319","161","59","61","36","55","1","4","22","25","0","31","260","142","57","73","40","30","70","65","93","99","14098","523","10596","592","390","136","1340","283","2614","397","6252","520","3502","457","1131","275","80","71","286","138","342","143","423","173","2371","353","175","98","298","131","735","217","1163","236",
"860Z200US22193","ZCTA5 22193","19533","666","958","263","521","155","124","87","200","112","151","92","46","29","437","172","103","103","40","60","13","21","50","73","0","31","334","141","40","53","26","41","221","109","47","52","18575","653","14828","628","1786","333","2436","337","3758","363","6848","507","3747","403","1432","262","157","105","517","213","353","165","405","157","2315","326","277","126","524","132","789","195","725","183",
"860Z200US22201","ZCTA5 22201","6531","558","378","196","337","192","112","116","16","27","81","106","128","98","41","42","0","28","0","28","0","28","0","28","0","28","41","42","0","28","16","27","0","28","25","32","6153","529","5261","501","30","29","156","103","229","98","4846","491","892","238","462","205","58","70","45","59","57","83","302","148","430","146","18","30","0","28","101","73","311","132",
"860Z200US22202","ZCTA5 22202","5272","470","251","150","197","139","37","52","0","25","20","27","140","128","54","61","0","25","0","25","0","25","0","25","0","25","54","61","0","25","0","25","0","25","54","61","5021","479","4312","419","36","34","142","102","204","104","3930","409","709","193","344","137","64","46","18","28","52","69","210","96","365","129","23","31","18","23","95","75","229","87",
"860Z200US22203","ZCTA5 22203","4594","494","214","118","49","46","27","38","6","13","0","25","16","24","165","103","61","62","0","25","13","21","0","25","48","56","104","84","11","16","36","49","14","23","43","57","4380","493","3358","470","75","72","143","50","312","153","2828","444","1022","273","397","177","55","54","55","57","40","50","247","156","625","203","142","99","34","40","142","96","307","154",
"860Z200US22204","ZCTA5 22204","11723","627","784","262","454","205","19","25","185","122","205","135","45","49","330","157","82","82","54","83","0","31","14","23","14","24","248","131","22","29","113","110","76","69","37","43","10939","702","8068","668","536","206","634","212","1262","317","5636","539","2871","391","976","253","99","77","321","138","215","177","341","134","1895","321","288","142","425","142","312","142","870","244",
"860Z200US22205","ZCTA5 22205","4798","356","58","48","0","21","0","21","0","21","0","21","0","21","58","48","19","29","0","21","0","21","0","21","19","29","39","38","21","34","11","16","7","13","0","21","4740","361","4268","312","38","43","29","29","301","128","3900","295","472","160","132","91","14","22","10","15","81","83","27","29","340","122","0","21","71","48","73","73","196","88",
"860Z200US22206","ZCTA5 22206","4382","454","204","112","100","96","71","88","13","23","0","25","16","26","104","87","39","41","0","25","25","36","0","25","14","23","65","78","11","28","0","25","34","61","20","34","4178","466","3292","418","120","99","64","66","425","200","2683","354","886","222","325","212","29","35","48","66","89","94","159","139","561","164","92","88","57","57","170","101","242","97",
